Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
spatstat.geom,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.3-6,NA,"R (>= 3.5.0), spatstat.data (>= 3.1), spatstat.univar (>=
3.1), stats, graphics, grDevices, utils, methods","spatstat.utils (>= 3.1-2), deldir (>= 1.0-2), polyclip (>=
1.10)",NA,"spatstat.random (>= 3.3), spatstat.explore (>= 3.3),
spatstat.model (>= 3.3), spatstat.linnet (>= 3.2), spatial,
fftwtools (>= 0.9-8), spatstat (>= 3.3)",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
spatstat.random,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.3-3,NA,"R (>= 3.5.0), spatstat.data (>= 3.1), spatstat.univar (>=
3.1), spatstat.geom (>= 3.3-6), stats, utils, methods,
grDevices",spatstat.utils (>= 3.1-2),NA,"spatial, spatstat.linnet (>= 3.2), spatstat.explore,
spatstat.model, spatstat (>= 3.3), gsl",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
spatstat.sparse,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.1-0,NA,"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor",spatstat.utils (>= 3.0-5),NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
spatstat.univar,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.1-2,NA,"R (>= 3.5.0), stats",spatstat.utils (>= 3.1-2),NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
spatstat.utils,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.1-3,NA,"R (>= 3.5.0), stats, graphics, grDevices, utils, methods",NA,NA,spatstat.model,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
SPIA,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.54.0,NA,"R (>= 2.14.0), graphics, KEGGgraph",graphics,NA,"graph, Rgraphviz, hgu133plus2.db",NA,file LICENSE,NA,yes,NA,NA,no,4.3.3
splines,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,4.3.3,base,NA,"graphics, stats",NA,"Matrix, methods",NA,Part of R 4.3.3,NA,NA,NA,NA,yes,4.3.3
SQUAREM,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2021.1,NA,R (>= 3.0),NA,NA,setRNG,NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
stabs,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.6-4,NA,"R (>= 2.14.0), methods, stats, parallel","graphics, grDevices, utils",NA,"glmnet, lars, mboost (> 2.3-0), gamboostLSS (>= 1.2-0),
TH.data, hdi, testthat, knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,no,4.3.3
StanHeaders,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.32.10,NA,R (>= 3.4.0),RcppParallel (>= 5.1.4),"RcppEigen (>= 0.3.4.0.0), RcppParallel (>= 5.1.4)","Rcpp, BH (>= 1.75.0-0), knitr (>= 1.36), rmarkdown, Matrix,
methods, rstan, withr",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,4.3.3
statmod,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.5.0,NA,R (>= 3.0.0),"stats, graphics",NA,"MASS, tweedie",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,4.3.3
stats,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,4.3.3,base,NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,Part of R 4.3.3,NA,NA,NA,NA,yes,4.3.3
stats4,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,4.3.3,base,NA,"graphics, methods, stats",NA,NA,NA,Part of R 4.3.3,NA,NA,NA,NA,NA,4.3.3
stringfish,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.16.0,NA,R (>= 3.0.2),"Rcpp, RcppParallel","Rcpp (>= 0.12.18.3), RcppParallel (>= 5.1.4)","qs, knitr, rmarkdown, usethis, dplyr, stringr, rlang",NA,GPL-3,NA,NA,NA,NA,yes,4.3.3
stringi,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.8.7,NA,R (>= 3.4),"tools, utils, stats",NA,NA,NA,file LICENSE,yes,NA,NA,NA,yes,4.3.3
stringr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.5.1,NA,R (>= 3.6),"cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang
(>= 1.0.0), stringi (>= 1.5.3), vctrs (>= 0.4.0)",NA,"covr, dplyr, gt, htmltools, htmlwidgets, knitr, rmarkdown,
testthat (>= 3.0.0), tibble",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
SummarizedExperiment,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.32.0,NA,"R (>= 4.0.0), methods, MatrixGenerics (>= 1.1.3),
GenomicRanges (>= 1.41.5), Biobase","utils, stats, tools, Matrix, BiocGenerics (>= 0.37.0),
S4Vectors (>= 0.33.7), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.13.1), S4Arrays (>= 1.1.1), DelayedArray (>= 0.27.1)",NA,"HDF5Array (>= 1.7.5), annotate, AnnotationDbi, hgu95av2.db,
GenomicFeatures, TxDb.Hsapiens.UCSC.hg19.knownGene, jsonlite,
rhdf5, airway (>= 1.15.1), BiocStyle, knitr, rmarkdown, RUnit,
testthat, digest",NA,Artistic-2.0,NA,NA,NA,NA,no,4.3.2
survival,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.8-3,recommended,R (>= 3.5.0),"graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,LGPL (>= 2),NA,NA,NA,NA,yes,4.3.3
sys,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.4.3,NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
systemfonts,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.3,NA,R (>= 3.2.0),"base64enc, grid, jsonlite, lifecycle, tools, utils",cpp11 (>= 0.2.1),"covr, farver, graphics, knitr, rmarkdown, testthat (>= 2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
tcltk,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,4.3.3,base,NA,utils,NA,NA,NA,Part of R 4.3.3,NA,NA,NA,NA,yes,4.3.3
tensor,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.5,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,NA,4.3.3
tensorA,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.36.2.1,NA,"R (>= 2.2.0), stats",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
tester,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.2.0,NA,R (>= 3.0),NA,NA,"testthat, knitr",NA,GPL-3,NA,NA,NA,NA,no,4.3.3
testthat,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.2.3,NA,R (>= 3.6.0),"brio (>= 1.1.3), callr (>= 3.7.3), cli (>= 3.6.1), desc (>=
1.4.2), digest (>= 0.6.33), evaluate (>= 1.0.1), jsonlite (>=
1.8.7), lifecycle (>= 1.0.3), magrittr (>= 2.0.3), methods,
pkgload (>= 1.3.2.1), praise (>= 1.0.0), processx (>= 3.8.2),
ps (>= 1.7.5), R6 (>= 2.5.1), rlang (>= 1.1.1), utils, waldo
(>= 0.6.0), withr (>= 3.0.2)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr,
rmarkdown, rstudioapi, S7, shiny, usethis, vctrs (>= 0.1.0),
xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
textshape,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.7.5,NA,R (>= 3.4.0),"data.table, slam, stats, stringi, utils",NA,testthat,NA,GPL-2,NA,NA,NA,NA,no,4.3.3
textshaping,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.1,NA,R (>= 3.2.0),"lifecycle, stats, stringi, systemfonts (>= 1.1.0), utils","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, grDevices, grid, knitr, rmarkdown, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
TFBSTools,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.40.0,NA,R (>= 3.2.2),"Biobase(>= 2.28), Biostrings(>= 2.36.4), BiocGenerics(>=
0.14.0), BiocParallel(>= 1.2.21), BSgenome(>= 1.36.3),
caTools(>= 1.17.1), CNEr(>= 1.4.0), DirichletMultinomial(>=
1.10.0), GenomeInfoDb(>= 1.6.1), GenomicRanges(>= 1.20.6),
gtools(>= 3.5.0), grid, IRanges(>= 2.2.7), methods, DBI (>=
0.6), RSQLite(>= 1.0.0), rtracklayer(>= 1.28.10), seqLogo(>=
1.34.0), S4Vectors(>= 0.9.25), TFMPvalue(>= 0.0.5), XML(>=
3.98-1.3), XVector(>= 0.8.0), parallel",NA,"BiocStyle(>= 1.7.7), JASPAR2014(>= 1.4.0), knitr(>= 1.11),
testthat, JASPAR2016(>= 1.0.0), JASPAR2018(>= 1.0.0), rmarkdown",NA,GPL-2,NA,NA,NA,NA,yes,4.3.2
TFMPvalue,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.0.9,NA,R (>= 3.0.1),Rcpp(>= 0.11.1),Rcpp,testthat,NA,GPL-2,NA,NA,NA,NA,yes,4.3.1
tibble,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.2.1,NA,R (>= 3.4.0),"fansi (>= 0.4.0), lifecycle (>= 1.0.0), magrittr, methods,
pillar (>= 1.8.1), pkgconfig, rlang (>= 1.0.2), utils, vctrs
(>= 0.4.2)",NA,"bench, bit64, blob, brio, callr, cli, covr, crayon (>=
1.3.4), DiagrammeR, dplyr, evaluate, formattable, ggplot2,
here, hms, htmltools, knitr, lubridate, mockr, nycflights13,
pkgbuild, pkgload, purrr, rmarkdown, stringi, testthat (>=
3.0.2), tidyr, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.1
tidygraph,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.3.1,NA,NA,"cli, dplyr (>= 0.8.5), igraph (>= 2.0.0), lifecycle, magrittr,
pillar, R6, rlang, stats, tibble, tidyr, tools, utils",cpp11,"ape, covr, data.tree, graph, influenceR, methods, netrankr,
NetSwan, network, seriation, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
tidyr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.3.1,NA,R (>= 3.6),"cli (>= 3.4.1), dplyr (>= 1.0.10), glue, lifecycle (>= 1.0.3),
magrittr, purrr (>= 1.0.1), rlang (>= 1.1.1), stringr (>=
1.5.0), tibble (>= 2.1.1), tidyselect (>= 1.2.0), utils, vctrs
(>= 0.5.2)",cpp11 (>= 0.4.0),"covr, data.table, knitr, readr, repurrrsive (>= 1.1.0),
rmarkdown, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
tidyselect,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.1,NA,R (>= 3.4),"cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.5.2), withr",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
tidytree,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4.6,NA,R (>= 3.4.0),"ape, dplyr, lazyeval, magrittr, methods, rlang, tibble, tidyr,
tidyselect, yulab.utils (>= 0.0.4), pillar, cli",NA,"knitr, rmarkdown, prettydoc, testthat, utils",NA,Artistic-2.0,NA,NA,NA,NA,no,4.3.3
tidyverse,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.0.0,NA,R (>= 3.3),"broom (>= 1.0.3), conflicted (>= 1.2.0), cli (>= 3.6.0),
dbplyr (>= 2.3.0), dplyr (>= 1.1.0), dtplyr (>= 1.2.2), forcats
(>= 1.0.0), ggplot2 (>= 3.4.1), googledrive (>= 2.0.0),
googlesheets4 (>= 1.0.1), haven (>= 2.5.1), hms (>= 1.1.2),
httr (>= 1.4.4), jsonlite (>= 1.8.4), lubridate (>= 1.9.2),
magrittr (>= 2.0.3), modelr (>= 0.1.10), pillar (>= 1.8.1),
purrr (>= 1.0.1), ragg (>= 1.2.5), readr (>= 2.1.4), readxl (>=
1.4.2), reprex (>= 2.0.2), rlang (>= 1.0.6), rstudioapi (>=
0.14), rvest (>= 1.0.3), stringr (>= 1.5.0), tibble (>= 3.1.8),
tidyr (>= 1.3.0), xml2 (>= 1.3.3)",NA,"covr (>= 3.6.1), feather (>= 0.3.5), glue (>= 1.6.2), mockr
(>= 0.2.0), knitr (>= 1.41), rmarkdown (>= 2.20), testthat (>=
3.1.6)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
timechange,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.3.0,NA,R (>= 3.3),NA,cpp11 (>= 0.2.7),"testthat (>= 0.7.1.99), knitr",NA,GPL (>= 3),NA,NA,NA,NA,yes,4.3.3
tinytex,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.57,NA,NA,xfun (>= 0.48),NA,"testit, rstudioapi",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
tools,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,4.3.3,base,NA,NA,NA,"codetools, methods, xml2, curl, commonmark, knitr, xfun,
mathjaxr, V8",NA,Part of R 4.3.3,NA,NA,NA,NA,yes,4.3.3
TrajectoryUtils,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.10.1,NA,SingleCellExperiment,"methods, stats, Matrix, igraph, S4Vectors,
SummarizedExperiment",NA,"BiocNeighbors, DelayedArray, DelayedMatrixStats,
BiocParallel, testthat, knitr, BiocStyle, rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,4.3.3
treeio,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.26.0,NA,R (>= 3.6.0),"ape, dplyr, jsonlite, magrittr, methods, rlang, tibble,
tidytree (>= 0.4.5), utils, stats",NA,"Biostrings, ggplot2, ggtree, igraph, knitr, rmarkdown,
phangorn, prettydoc, testthat, tidyr, vroom, xml2, yaml, purrr,
cli",NA,Artistic-2.0,NA,NA,NA,NA,no,4.3.3
truncnorm,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0-9,NA,R (>= 3.4.0),NA,NA,testthat,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
trust,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.1-8,NA,R (>= 2.10.0),stats,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
TTR,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.24.4,NA,NA,"xts (>= 0.10-0), zoo, curl",xts,RUnit,quantmod,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
tweenr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,2.0.3,NA,R (>= 3.2.0),"farver, magrittr, rlang, vctrs",cpp11 (>= 0.4.2),"testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
tzdb,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.5.0,NA,R (>= 4.0.0),NA,cpp11 (>= 0.5.2),"covr, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
ucminf,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.2,NA,R (>= 3.5.0),NA,NA,numDeriv,NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
urlchecker,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.1,NA,R (>= 3.3),"cli, curl, tools, xml2",NA,covr,NA,GPL-3,NA,NA,NA,NA,no,4.3.3
usethis,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.1.0,NA,R (>= 3.6),"cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.2), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.1.0), rprojroot (>= 1.2), rstudioapi, stats, tools,
utils, whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, pkgload (>= 1.3.2.1), rmarkdown,
roxygen2 (>= 7.1.2), spelling (>= 1.2), styler (>= 1.2.0),
testthat (>= 3.1.8)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
utf8,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2.5,NA,R (>= 2.10),NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,yes,4.3.3
utils,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,4.3.3,base,NA,NA,NA,"methods, xml2, commonmark, knitr",NA,Part of R 4.3.3,NA,NA,NA,NA,yes,4.3.3
uuid,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.2-1,NA,R (>= 2.9.0),NA,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
uwot,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.2.3,NA,Matrix,"FNN, irlba, methods, Rcpp, RcppAnnoy (>= 0.0.17), RSpectra","dqrng, Rcpp, RcppAnnoy, RcppProgress","bigstatsr, covr, knitr, RcppHNSW, rmarkdown, rnndescent,
testthat",NA,GPL (>= 3),NA,NA,NA,NA,yes,4.3.3
variancePartition,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.32.5,NA,"R (>= 4.3.0), ggplot2, limma, BiocParallel","MASS, pbkrtest (>= 0.4-4), lmerTest, Matrix (>= 1.4.0),
iterators, gplots, corpcor, matrixStats, RhpcBLASctl, reshape2,
remaCor (>= 0.0.15), fANCOVA, aod, scales, Rdpack, rlang, lme4
(>= 1.1.33), grDevices, graphics, Biobase, methods, utils,
stats",NA,"BiocStyle, knitr, pander, rmarkdown, edgeR, dendextend,
tximport, tximportData, ballgown, DESeq2, RUnit, cowplot,
Rfast, zenith, statmod, BiocGenerics, r2glmm, readr",NA,GPL-2,NA,NA,NA,NA,no,4.3.3
VariantAnnotation,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.48.1,NA,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0),
MatrixGenerics, GenomeInfoDb (>= 1.15.2), GenomicRanges (>=
1.41.5), SummarizedExperiment (>= 1.19.5), Rsamtools (>=
1.99.0)","utils, DBI, zlibbioc, Biobase, S4Vectors (>= 0.27.12), IRanges
(>= 2.23.9), XVector (>= 0.29.2), Biostrings (>= 2.57.2),
AnnotationDbi (>= 1.27.9), rtracklayer (>= 1.39.7), BSgenome
(>= 1.47.3), GenomicFeatures (>= 1.31.3)","S4Vectors, IRanges, XVector, Biostrings, Rhtslib (>= 1.99.3)","RUnit, AnnotationHub, BSgenome.Hsapiens.UCSC.hg19,
TxDb.Hsapiens.UCSC.hg19.knownGene,
SNPlocs.Hsapiens.dbSNP144.GRCh37, SIFT.Hsapiens.dbSNP132,
SIFT.Hsapiens.dbSNP137, PolyPhen.Hsapiens.dbSNP131, snpStats,
ggplot2, BiocStyle, knitr",NA,Artistic-2.0,NA,NA,NA,NA,yes,4.3.3
vcd,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.4-13,NA,"R (>= 2.4.0), grid","stats, utils, MASS, grDevices, colorspace, lmtest",NA,"KernSmooth, mvtnorm, kernlab, HSAUR3, coin",NA,GPL-2,NA,NA,NA,NA,no,4.3.3
vctrs,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.6.5,NA,R (>= 3.5.0),"cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.0)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), waldo (>= 0.2.0), withr, xml2,
zeallot",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
VennDiagram,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.7.3,NA,"R (>= 3.5.0), grid (>= 2.14.1), futile.logger",methods,NA,testthat,NA,GPL-2,NA,NA,NA,NA,no,4.3.3
VIM,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,6.2.2,NA,"R (>= 3.5.0),colorspace,grid","car, grDevices, magrittr, robustbase, stats, sp,
vcd,MASS,nnet,e1071,methods,Rcpp,utils,graphics,laeken,ranger,
data.table(>= 1.9.4)",Rcpp,"dplyr, tinytest, knitr, rmarkdown, reactable, covr, withr",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
vioplot,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.5.1,NA,"sm, zoo",NA,NA,"base, ggplot2, RColorBrewer, knitr, rmarkdown, testthat",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,no,4.3.3
vipor,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4.7,NA,R (>= 3.5.0),"stats, graphics",NA,"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
viridis,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.6.5,NA,"R (>= 2.10), viridisLite (>= 0.4.0)","ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, httr, mapproj, vdiffr, svglite (>= 1.2.0),
testthat, covr, rmarkdown, maps, terra",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
viridisLite,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4.2,NA,R (>= 2.10),NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.1
vroom,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.6.5,NA,R (>= 3.6),"bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle (>=
1.0.3), methods, rlang (>= 0.4.2), stats, tibble (>= 2.0.0),
tidyselect, tzdb (>= 0.1.1), vctrs (>= 0.2.0), withr","cpp11 (>= 0.2.0), progress (>= 1.2.1), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
utils, waldo, xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
waiter,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.2.5,NA,NA,"R6, shiny, htmltools",NA,"httr, knitr, packer, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
waldo,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.6.1,NA,R (>= 4.0),"cli, diffobj (>= 0.3.4), glue, methods, rlang (>= 1.1.0)",NA,"bit64, R6, S7, testthat (>= 3.0.0), withr, xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
WGCNA,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.73,NA,"R (>= 3.0), dynamicTreeCut (>= 1.62), fastcluster","stats, grDevices, utils, matrixStats (>= 0.8.1), Hmisc,
impute, splines, foreach, doParallel, preprocessCore, survival,
parallel, GO.db, AnnotationDbi, Rcpp (>= 0.11.0)",Rcpp,"org.Hs.eg.db, org.Mm.eg.db, infotheo, entropy, minet",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
whisker,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.4.1,NA,NA,NA,NA,markdown,NA,GPL-3,NA,NA,NA,NA,no,4.3.3
withr,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.0.2,NA,R (>= 3.6.0),"graphics, grDevices",NA,"callr, DBI, knitr, methods, rlang, rmarkdown (>= 2.12),
RSQLite, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
WriteXLS,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,6.7.0,NA,NA,utils,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.3
xfun,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.52,NA,R (>= 3.2.0),"grDevices, stats, tools",NA,"testit, parallel, codetools, methods, rstudioapi, tinytex (>=
0.30), mime, litedown (>= 0.4), commonmark, knitr (>= 1.50),
remotes, pak, curl, xml2, jsonlite, magick, yaml, qs",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
XML,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,3.99-0.18,NA,"R (>= 4.0.0), methods, utils",NA,NA,"bitops, RCurl",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,4.3.3
xml2,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.3.8,NA,R (>= 3.6.0),"cli, methods, rlang (>= 1.1.0)",NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 3.2.0), xslt",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,4.3.3
xopen,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.0.1,NA,R (>= 3.1),processx,NA,"ps, testthat (>= 3.0.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,4.3.3
xtable,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,1.8-4,NA,R (>= 2.10.0),"stats, utils",NA,"knitr, plm, zoo, survival",NA,GPL (>= 2),NA,NA,NA,NA,no,4.3.1
xts,/rds/general/user/mlattke/home/anaconda3/envs/R43_240426/lib/R/library,0.14.1,NA,"R (>= 3.6.0), zoo (>= 1.7-12)",methods,zoo,"timeSeries, timeDate, tseries, chron, tinytest",NA,GPL (>= 2),NA,NA,NA,NA,yes,4.3.3
